,teamid,playerid,jerseynumber,position,teamname,leagueid,artificialkey,leaguename,firstname,surname,commonname,fullname
17642,101047,206411.0,19.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Denys,Garmash,,Denys Garmash
17643,101047,210136.0,94.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Tomasz,Kędziora,,Tomasz Kędziora
17644,101047,220948.0,5.0,10.0,Dynamo Kyiv,76,438,Resto do Mundo,Serhiy,Sydorchuk,,Serhiy Sydorchuk
17645,101047,232130.0,28.0,29.0,Dynamo Kyiv,76,438,Resto do Mundo,Vladyslav,Kulach,,Vladyslav Kulach
17646,101047,232226.0,71.0,0.0,Dynamo Kyiv,76,438,Resto do Mundo,Denys,Boyko,,Denys Boyko
17647,101047,237109.0,20.0,7.0,Dynamo Kyiv,76,438,Resto do Mundo,Oleksandr,Karavaev,,Oleksandr Karavaev
17648,101047,244368.0,41.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Artem,Besedin,,Artem Besedin
17649,101047,244369.0,15.0,12.0,Dynamo Kyiv,76,438,Resto do Mundo,Viktor,Tsygankov,,Viktor Tsygankov
17650,101047,244373.0,29.0,15.0,Dynamo Kyiv,76,438,Resto do Mundo,Vitaliy,Buyalskyi,,Vitaliy Buyalskyi
17651,101047,244374.0,10.0,13.0,Dynamo Kyiv,76,438,Resto do Mundo,Mykola,Shaparenko,,Mykola Shaparenko
17652,101047,244375.0,18.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Oleksandr,Andrievskyi,,Oleksandr Andrievskyi
17653,101047,244376.0,8.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Volodymyr,Shepelev,,Volodymyr Shepelev
17654,101047,244381.0,13.0,29.0,Dynamo Kyiv,76,438,Resto do Mundo,Artem,Shabanov,,Artem Shabanov
17655,101047,244383.0,26.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Mykyta,Burda,,Mykyta Burda
17656,101047,244385.0,1.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Georgiy,Bushchan,,Georgiy Bushchan
17657,101047,244426.0,17.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Bogdan,Lednev,,Bogdan Lednev
17658,101047,245132.0,4.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Denys,Popov,,Denys Popov
17659,101047,245396.0,89.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Vladyslav,Supriaha,,Vladyslav Supriaha
17660,101047,246929.0,11.0,16.0,Dynamo Kyiv,76,438,Resto do Mundo,Gerson,Rodrigues Gouveia,Gerson Rodrigues,Gerson Rodrigues Gouveia
17661,101047,252789.0,35.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Ruslan,Neshcheret,,Ruslan Neshcheret
17662,101047,255105.0,73.0,25.0,Dynamo Kyiv,76,438,Resto do Mundo,Ilya,Shkurin,,Ilya Shkurin
17663,101047,257170.0,34.0,6.0,Dynamo Kyiv,76,438,Resto do Mundo,Oleksandr,Syrota,,Oleksandr Syrota
17664,101047,258308.0,24.0,3.0,Dynamo Kyiv,76,438,Resto do Mundo,Oleksandr,Tymchyk,,Oleksandr Tymchyk
17665,101047,258781.0,25.0,4.0,Dynamo Kyiv,76,438,Resto do Mundo,Illia,Zabarnyi,,Illia Zabarnyi
17666,101047,259252.0,9.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Eric,Ramírez,,Eric Ramírez
17667,101047,263289.0,99.0,29.0,Dynamo Kyiv,76,438,Resto do Mundo,Denys,Antyukh,,Denys Antyukh
17668,101059,51096.0,48.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Pedro Henrique,Azevedo Pereira,Pedrinho,Pedro Henrique Azevedo Pereira
17669,101059,237055.0,11.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Oleksandr,Zubkov,,Oleksandr Zubkov
17670,101059,244428.0,14.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Bogdan,Mykhaylichenko,,Bogdan Mykhaylichenko
17671,101059,142902.0,30.0,0.0,FC Shakhtar,76,439,Resto do Mundo,Andriy,Pyatov,,Andriy Pyatov
17672,101059,206413.0,6.0,9.0,FC Shakhtar,76,439,Resto do Mundo,Taras,Stepanenko,,Taras Stepanenko
17673,101059,206414.0,4.0,4.0,FC Shakhtar,76,439,Resto do Mundo,Sergiy,Kryvtsov,,Sergiy Kryvtsov
17674,101059,229528.0,22.0,6.0,FC Shakhtar,76,439,Resto do Mundo,Mykola,Matvienko,,Mykola Matvienko
17675,101059,244389.0,99.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Fernando,Dos Santos Pedro,Fernando,Fernando Dos Santos Pedro
17676,101059,244584.0,1.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Oleksiy,Shevchenko,,Oleksiy Shevchenko
17677,101059,246340.0,20.0,16.0,FC Shakhtar,76,439,Resto do Mundo,Mykhailo,Mudryk,,Mykhailo Mudryk
17678,101059,246728.0,23.0,25.0,FC Shakhtar,76,439,Resto do Mundo,Lassina,Traoré,,Lassina Traoré
17679,101059,247122.0,45.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Danylo,Sikan,,Danylo Sikan
17680,101059,248698.0,77.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Valeriy,Bondar,,Valeriy Bondar
17681,101059,250753.0,81.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Anatoliy,Trubin,,Anatoliy Trubin
17682,101059,255074.0,15.0,11.0,FC Shakhtar,76,439,Resto do Mundo,Artem,Bondarenko,,Artem Bondarenko
17683,101059,259036.0,44.0,7.0,FC Shakhtar,76,439,Resto do Mundo,Viktor,Korniienko,,Viktor Korniienko
17684,101059,259913.0,61.0,18.0,FC Shakhtar,76,439,Resto do Mundo,Heorhii,Sudakov,,Heorhii Sudakov
17685,101059,263804.0,26.0,3.0,FC Shakhtar,76,439,Resto do Mundo,Yukhym,Konoplia,,Yukhym Konoplia
17686,101059,201884.0,97.0,12.0,FC Shakhtar,76,439,Resto do Mundo,Robbie,Brady,,Robbie Brady
17687,101059,241475.0,98.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Pyry,Soiri,,Pyry Soiri
17688,101059,261884.0,96.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Diego,Calcaterra,,Diego Calcaterra
17689,101059,259680.0,95.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Marko,Stamenic,,Marko Stamenic
17690,101059,254959.0,92.0,29.0,FC Shakhtar,76,439,Resto do Mundo,Federico,Torres,,Federico Torres
17691,101059,263475.0,93.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Facundo,Russo,,Facundo Russo
17692,101059,4444.0,21.0,29.0,FC Shakhtar,76,439,Resto do Mundo,Eguinaldo,Sousa Lemos,Eguinaldo,Eguinaldo Sousa Lemos
17693,101083,143121.0,5.0,29.0,Estudiantes,353,735,LPF,José,Sosa,,José Sosa
17694,101083,183899.0,20.0,29.0,Estudiantes,353,735,LPF,Pablo,Piatti,,Pablo Piatti
17695,101083,252114.0,33.0,29.0,Estudiantes,353,735,LPF,Benjamín,Rollheiser,,Benjamín Rollheiser
17696,101083,161938.0,9.0,26.0,Estudiantes,353,735,LPF,Mauro,Boselli,,Mauro Boselli
17697,101083,173857.0,21.0,0.0,Estudiantes,353,735,LPF,Mariano,Andújar,,Mariano Andújar
17698,101083,201953.0,14.0,16.0,Estudiantes,353,735,LPF,Juan,Sánchez Miño,,Juan Sánchez Miño
17699,101083,213433.0,2.0,28.0,Estudiantes,353,735,LPF,Fernando,Tobio,,Fernando Tobio
17700,101083,214772.0,15.0,7.0,Estudiantes,353,735,LPF,Nicolás,Pasquini,,Nicolás Pasquini
17701,101083,214777.0,24.0,24.0,Estudiantes,353,735,LPF,Leandro,Díaz,,Leandro Díaz
17702,101083,215155.0,8.0,11.0,Estudiantes,353,735,LPF,Fernando,Zuqui,,Fernando Zuqui
17703,101083,223064.0,18.0,6.0,Estudiantes,353,735,LPF,Fabián,Noguera,,Fabián Noguera
17704,101083,224796.0,30.0,9.0,Estudiantes,353,735,LPF,Jorge,Rodríguez,,Jorge Rodríguez
17705,101083,228415.0,29.0,3.0,Estudiantes,353,735,LPF,Leonardo,Godoy,,Leonardo Godoy
17706,101083,237575.0,1.0,28.0,Estudiantes,353,735,LPF,Jerónimo,Pourtau,,Jerónimo Pourtau
17707,101083,246771.0,17.0,12.0,Estudiantes,353,735,LPF,Manuel,Castro,,Manuel Castro
17708,101083,246843.0,12.0,28.0,Estudiantes,353,735,LPF,Emiliano,González,,Emiliano González
17709,101083,246986.0,31.0,28.0,Estudiantes,353,735,LPF,Ezequiel,Ramírez,,Ezequiel Ramírez
17710,101083,252074.0,3.0,4.0,Estudiantes,353,735,LPF,Agustín,Rogel,,Agustín Rogel
17711,101083,254578.0,7.0,28.0,Estudiantes,353,735,LPF,David,Ayala,,David Ayala
17712,101083,254586.0,16.0,28.0,Estudiantes,353,735,LPF,Alan,Marinelli,,Alan Marinelli
17713,101083,256912.0,4.0,29.0,Estudiantes,353,735,LPF,Mauricio,Guzmán,,Mauricio Guzmán
17714,101083,259598.0,11.0,29.0,Estudiantes,353,735,LPF,Deian,Verón,,Deian Verón
17715,101083,259810.0,22.0,29.0,Estudiantes,353,735,LPF,Esteban,Obregón,,Esteban Obregón
17716,101083,261083.0,32.0,29.0,Estudiantes,353,735,LPF,Bruno,Valdez,,Bruno Valdez
17717,101083,263500.0,23.0,29.0,Estudiantes,353,735,LPF,Franco Agustín,Romero,,Franco Agustín Romero
17718,101083,263501.0,25.0,28.0,Estudiantes,353,735,LPF,Bautista,Kociubinski,,Bautista Kociubinski
17719,101083,263502.0,28.0,28.0,Estudiantes,353,735,LPF,Franco,Zapiola,,Franco Zapiola
17720,101083,264147.0,27.0,28.0,Estudiantes,353,735,LPF,Nicolás,Palavecino,,Nicolás Palavecino
17721,101083,215254.0,6.0,28.0,Estudiantes,353,735,LPF,Luciano,Lollo,,Luciano Lollo
17722,101083,241025.0,19.0,28.0,Estudiantes,353,735,LPF,Leonardo,Heredia,,Leonardo Heredia
17723,101083,259883.0,10.0,29.0,Estudiantes,353,735,LPF,Mauro,Méndez,,Mauro Méndez
17724,101084,4743.0,35.0,29.0,Gimnasia,353,736,LPF,Alexandre,Zurawski,Alemão,Alexandre Zurawski
17725,101084,153066.0,25.0,28.0,Gimnasia,353,736,LPF,Lucas,Licht,,Lucas Licht
17726,101084,186745.0,11.0,12.0,Gimnasia,353,736,LPF,Matías,Pérez García,,Matías Pérez García
17727,101084,192906.0,8.0,21.0,Gimnasia,353,736,LPF,Luis Miguel,Rodríguez,,Luis Miguel Rodríguez
17728,101084,193414.0,18.0,28.0,Gimnasia,353,736,LPF,Nicolás,Colazo,,Nicolás Colazo
17729,101084,215018.0,10.0,15.0,Gimnasia,353,736,LPF,Brahian,Alemán,,Brahian Alemán
17730,101084,215069.0,17.0,0.0,Gimnasia,353,736,LPF,Rodrigo,Rey,,Rodrigo Rey
17731,101084,223498.0,5.0,28.0,Gimnasia,353,736,LPF,Emanuel,Cecchini,,Emanuel Cecchini
17732,101084,224542.0,33.0,28.0,Gimnasia,353,736,LPF,Nery,Leyes,,Nery Leyes
17733,101084,225519.0,9.0,28.0,Gimnasia,353,736,LPF,Nicolás,Contin,,Nicolás Contin
17734,101084,228211.0,43.0,28.0,Gimnasia,353,736,LPF,Eric,Ramírez,,Eric Ramírez
17735,101084,230871.0,30.0,25.0,Gimnasia,353,736,LPF,Rodrigo,Holgado,,Rodrigo Holgado
17736,101084,236859.0,15.0,13.0,Gimnasia,353,736,LPF,Harrinson,Mancilla,,Harrinson Mancilla
17737,101084,237923.0,39.0,29.0,Gimnasia,353,736,LPF,Alexis,Domínguez,,Alexis Domínguez
17738,101084,240640.0,4.0,4.0,Gimnasia,353,736,LPF,Leonardo,Morales,,Leonardo Morales
17739,101084,240955.0,1.0,29.0,Gimnasia,353,736,LPF,Tomás,Durso,,Tomás Durso
17740,101084,240956.0,32.0,7.0,Gimnasia,353,736,LPF,Matías,Melluso,,Matías Melluso
17741,101084,242917.0,21.0,29.0,Gimnasia,353,736,LPF,Lautaro,Chávez,,Lautaro Chávez
17742,101084,244851.0,24.0,6.0,Gimnasia,353,736,LPF,Germán,Guiffrey,,Germán Guiffrey
17743,101084,245249.0,27.0,28.0,Gimnasia,353,736,LPF,Manuel,Insaurralde,,Manuel Insaurralde
17744,101084,254131.0,22.0,16.0,Gimnasia,353,736,LPF,Matías,Miranda,,Matías Miranda
17745,101084,255718.0,19.0,29.0,Gimnasia,353,736,LPF,Ramón,Sosa,,Ramón Sosa
17746,101084,255886.0,16.0,3.0,Gimnasia,353,736,LPF,Francisco,Gerometta,,Francisco Gerometta
17747,101084,259318.0,2.0,28.0,Gimnasia,353,736,LPF,Guillermo,Fratta,,Guillermo Fratta
17748,101084,261619.0,36.0,29.0,Gimnasia,353,736,LPF,Bruno,Palazzo,,Bruno Palazzo
17749,101084,263474.0,26.0,29.0,Gimnasia,353,736,LPF,Franco,Torres,,Franco Torres
17750,101085,227903.0,20.0,29.0,Racing Club,353,737,LPF,Maximiliano,Romero,,Maximiliano Romero
17751,101085,242654.0,15.0,28.0,Racing Club,353,737,LPF,Johan,Carbonero,,Johan Carbonero
17752,101085,191488.0,6.0,28.0,Racing Club,353,737,LPF,Lucas,Orbán,,Lucas Orbán
17753,101085,192342.0,8.0,18.0,Racing Club,353,737,LPF,Edwin,Cardona,,Edwin Cardona
17754,101085,192838.0,18.0,29.0,Racing Club,353,737,LPF,Ezequiel,Schelotto,,Ezequiel Schelotto
17755,101085,193141.0,4.0,29.0,Racing Club,353,737,LPF,Iván,Pillud,,Iván Pillud
17756,101085,209744.0,5.0,7.0,Racing Club,353,737,LPF,Eugenio,Mena,,Eugenio Mena
17757,101085,214988.0,19.0,13.0,Racing Club,353,737,LPF,Leonel,Miranda,,Leonel Miranda
17758,101085,215135.0,30.0,4.0,Racing Club,353,737,LPF,Leonardo,Sigali,,Leonardo Sigali
17759,101085,215144.0,13.0,28.0,Racing Club,353,737,LPF,Emanuel,Insúa,,Emanuel Insúa
17760,101085,215358.0,31.0,28.0,Racing Club,353,737,LPF,Marcelo,Meli,,Marcelo Meli
17761,101085,223249.0,21.0,0.0,Racing Club,353,737,LPF,Gabriel,Arias,,Gabriel Arias
17762,101085,226798.0,16.0,6.0,Racing Club,353,737,LPF,Mauricio,Martínez,,Mauricio Martínez
17763,101085,233924.0,34.0,23.0,Racing Club,353,737,LPF,Maximiliano,Lovera,,Maximiliano Lovera
17764,101085,235925.0,25.0,28.0,Racing Club,353,737,LPF,Gastón,Gómez,,Gastón Gómez
17765,101085,238093.0,14.0,28.0,Racing Club,353,737,LPF,Matias,Tagliamonte,,Matias Tagliamonte
17766,101085,238332.0,9.0,25.0,Racing Club,353,737,LPF,Enzo,Copetti,,Enzo Copetti
17767,101085,241026.0,28.0,27.0,Racing Club,353,737,LPF,Tomás,Chancalay,,Tomás Chancalay
17768,101085,245055.0,29.0,15.0,Racing Club,353,737,LPF,Aníbal,Moreno,,Aníbal Moreno
17769,101085,245061.0,24.0,29.0,Racing Club,353,737,LPF,Julián,López,,Julián López
17770,101085,245247.0,11.0,28.0,Racing Club,353,737,LPF,Fabricio,Domínguez,,Fabricio Domínguez
17771,101085,246667.0,40.0,28.0,Racing Club,353,737,LPF,Joaquín,Novillo,,Joaquín Novillo
17772,101085,247156.0,7.0,29.0,Racing Club,353,737,LPF,Facundo,Mura,,Facundo Mura
17773,101085,251613.0,2.0,3.0,Racing Club,353,737,LPF,Juan José,Cáceres,,Juan José Cáceres
17774,101085,256402.0,26.0,29.0,Racing Club,353,737,LPF,Carlos,Alcaraz,,Carlos Alcaraz
17775,101085,261436.0,44.0,28.0,Racing Club,353,737,LPF,Iván,Maggi,,Iván Maggi
17776,101085,179765.0,10.0,28.0,Racing Club,353,737,LPF,Emiliano,Vecchio,,Emiliano Vecchio
17777,101085,228711.0,17.0,28.0,Racing Club,353,737,LPF,Brian,Mansilla,,Brian Mansilla
17778,101088,227528.0,19.0,23.0,Vélez Sarsfield,353,738,LPF,Braian,Romero,Braian Romero,Braian Romero
17779,101088,211267.0,10.0,28.0,Vélez Sarsfield,353,738,LPF,Ricardo,Centurión,,Ricardo Centurión
17780,101088,182493.0,14.0,6.0,Vélez Sarsfield,353,738,LPF,Diego,Godín,,Diego Godín
17781,101088,184252.0,21.0,25.0,Vélez Sarsfield,353,738,LPF,Lucas,,,
17782,101088,204555.0,8.0,18.0,Vélez Sarsfield,353,738,LPF,Ricardo,Álvarez,,Ricardo Álvarez
17783,101088,214968.0,30.0,15.0,Vélez Sarsfield,353,738,LPF,Federico,Mancuello,,Federico Mancuello
17784,101088,215147.0,17.0,4.0,Vélez Sarsfield,353,738,LPF,Lautaro,Giannetti,,Lautaro Giannetti
17785,101088,215202.0,11.0,27.0,Vélez Sarsfield,353,738,LPF,Lucas,Janson,,Lucas Janson
17786,101088,215331.0,18.0,28.0,Vélez Sarsfield,353,738,LPF,Leonardo,Jara,,Leonardo Jara
17787,101088,224348.0,12.0,0.0,Vélez Sarsfield,353,738,LPF,Lucas,Hoyos,,Lucas Hoyos
17788,101088,232729.0,9.0,28.0,Vélez Sarsfield,353,738,LPF,Cristian,Tarragona,,Cristian Tarragona
17789,101088,236527.0,35.0,13.0,Vélez Sarsfield,353,738,LPF,Santiago,Cáseres,,Santiago Cáseres
17790,101088,237122.0,24.0,3.0,Vélez Sarsfield,353,738,LPF,Tomás,Guidara,,Tomás Guidara
17791,101088,239645.0,6.0,28.0,Vélez Sarsfield,353,738,LPF,Matías,de los Santos,,Matías de los Santos
17792,101088,242287.0,5.0,7.0,Vélez Sarsfield,353,738,LPF,Francisco,Ortega,,Francisco Ortega
17793,101088,243476.0,2.0,28.0,Vélez Sarsfield,353,738,LPF,Matías,Borgogno,,Matías Borgogno
17794,101088,247081.0,46.0,29.0,Vélez Sarsfield,353,738,LPF,Nazareno,Romero,,Nazareno Romero
17795,101088,251686.0,34.0,29.0,Vélez Sarsfield,353,738,LPF,Damián,Fernández,,Damián Fernández
17796,101088,252168.0,28.0,28.0,Vélez Sarsfield,353,738,LPF,Miguel,Brizuela,,Miguel Brizuela
17797,101088,253278.0,4.0,28.0,Vélez Sarsfield,353,738,LPF,Enzo,Martínez,,Enzo Martínez
17798,101088,256525.0,25.0,28.0,Vélez Sarsfield,353,738,LPF,Federico,Versaci,,Federico Versaci
17799,101088,260377.0,15.0,28.0,Vélez Sarsfield,353,738,LPF,Agustín,Mulet,,Agustín Mulet
17800,101088,262148.0,36.0,28.0,Vélez Sarsfield,353,738,LPF,Nicolás,Garayalde,,Nicolás Garayalde
17801,101088,263228.0,44.0,28.0,Vélez Sarsfield,353,738,LPF,Lenny,Lobato,,Lenny Lobato
17802,101088,176526.0,1.0,28.0,Vélez Sarsfield,353,738,LPF,Leonardo,Burián,,Leonardo Burián
17803,101099,259398.0,23.0,29.0,América de Cali,1014,779,Sul-Americana,Luis Gustavo,Sánchez,,Luis Gustavo Sánchez
17804,101099,258736.0,21.0,28.0,América de Cali,1014,779,Sul-Americana,Vani,Da Silva,,Vani Da Silva
17805,101099,176619.0,20.0,26.0,América de Cali,1014,779,Sul-Americana,Adrián,Ramos,,Adrián Ramos
17806,101099,211499.0,5.0,7.0,América de Cali,1014,779,Sul-Americana,Héctor,Quiñones,,Héctor Quiñones
17807,101099,214177.0,19.0,15.0,América de Cali,1014,779,Sul-Americana,Luis,Paz,,Luis Paz
17808,101099,214351.0,12.0,28.0,América de Cali,1014,779,Sul-Americana,Diego,Novoa,,Diego Novoa
17809,101099,220605.0,9.0,16.0,América de Cali,1014,779,Sul-Americana,Joao,Rodríguez,,Joao Rodríguez
17810,101099,223752.0,2.0,4.0,América de Cali,1014,779,Sul-Americana,Marlon,Torres,,Marlon Torres
17811,101099,227513.0,17.0,28.0,América de Cali,1014,779,Sul-Americana,Cristian,Arrieta,,Cristian Arrieta
17812,101099,246396.0,24.0,13.0,América de Cali,1014,779,Sul-Americana,Luis,Sánchez,,Luis Sánchez
17813,101099,248597.0,31.0,28.0,América de Cali,1014,779,Sul-Americana,David,Quintero,,David Quintero
17814,101099,250842.0,1.0,0.0,América de Cali,1014,779,Sul-Americana,Joel,Graterol,,Joel Graterol
17815,101099,252387.0,29.0,3.0,América de Cali,1014,779,Sul-Americana,Kevin,Andrade,,Kevin Andrade
17816,101099,258804.0,16.0,6.0,América de Cali,1014,779,Sul-Americana,Pablo,Ortiz,,Pablo Ortiz
17817,101099,258974.0,27.0,12.0,América de Cali,1014,779,Sul-Americana,Enmerson,Batalla,,Enmerson Batalla
17818,101099,258982.0,30.0,24.0,América de Cali,1014,779,Sul-Americana,Carlos,Cortés,,Carlos Cortés
17819,101099,263508.0,26.0,28.0,América de Cali,1014,779,Sul-Americana,Mateo,Ortiz,,Mateo Ortiz
17820,101099,263719.0,13.0,28.0,América de Cali,1014,779,Sul-Americana,Yaliston,Martínez,,Yaliston Martínez
17821,101099,263720.0,25.0,28.0,América de Cali,1014,779,Sul-Americana,Jhon,Ortiz,,Jhon Ortiz
17822,101099,221980.0,14.0,28.0,América de Cali,1014,779,Sul-Americana,Changcheng,Cheng,Cheng Changcheng,Changcheng Cheng
17823,101100,214006.0,19.0,3.0,Atl. Nacional,1014,780,Sul-Americana,Yerson,Candelo,,Yerson Candelo
17824,101100,214369.0,11.0,18.0,Atl. Nacional,1014,780,Sul-Americana,Andrés,Andrade,,Andrés Andrade
17825,101100,214393.0,30.0,7.0,Atl. Nacional,1014,780,Sul-Americana,Danovis,Banguero,,Danovis Banguero
17826,101100,214615.0,9.0,25.0,Atl. Nacional,1014,780,Sul-Americana,Jefferson,Duque,,Jefferson Duque
17827,101100,215139.0,18.0,4.0,Atl. Nacional,1014,780,Sul-Americana,Emanuel,Olivera,,Emanuel Olivera
17828,101100,219860.0,5.0,6.0,Atl. Nacional,1014,780,Sul-Americana,Geisson,Perea,,Geisson Perea
17829,101100,225182.0,7.0,12.0,Atl. Nacional,1014,780,Sul-Americana,Jarlan,Barrera,,Jarlan Barrera
17830,101100,226747.0,14.0,16.0,Atl. Nacional,1014,780,Sul-Americana,Baldomero,Perlaza,,Baldomero Perlaza
17831,101100,235375.0,1.0,0.0,Atl. Nacional,1014,780,Sul-Americana,Aldair,Quintana,,Aldair Quintana
17832,101100,242490.0,27.0,11.0,Atl. Nacional,1014,780,Sul-Americana,Sebastián,Gómez,,Sebastián Gómez
17833,101100,243188.0,28.0,28.0,Atl. Nacional,1014,780,Sul-Americana,Hayen,Palacios,,Hayen Palacios
17834,101100,245045.0,24.0,29.0,Atl. Nacional,1014,780,Sul-Americana,Brayan,Córdoba,,Brayan Córdoba
17835,101100,251870.0,3.0,28.0,Atl. Nacional,1014,780,Sul-Americana,Juan David,Cabal,,Juan David Cabal
17836,101100,259111.0,17.0,28.0,Atl. Nacional,1014,780,Sul-Americana,Jímer,Fory,,Jímer Fory
17837,101100,260482.0,21.0,29.0,Atl. Nacional,1014,780,Sul-Americana,Tomás,Ángel,,Tomás Ángel
17838,101100,261417.0,13.0,28.0,Atl. Nacional,1014,780,Sul-Americana,Kevin,Mier,,Kevin Mier
17839,101100,264534.0,34.0,29.0,Atl. Nacional,1014,780,Sul-Americana,Johan,,,
17840,101100,264535.0,46.0,29.0,Atl. Nacional,1014,780,Sul-Americana,David,Agudelo,,David Agudelo
17841,101100,264588.0,12.0,29.0,Atl. Nacional,1014,780,Sul-Americana,Luis Miguel,,,
17842,101100,246001.0,15.0,29.0,Atl. Nacional,1014,780,Sul-Americana,Yéiler,Góez,,Yéiler Góez
17843,101100,196147.0,10.0,28.0,Atl. Nacional,1014,780,Sul-Americana,Giovanni,Moreno,,Giovanni Moreno
17844,101100,242174.0,20.0,28.0,Atl. Nacional,1014,780,Sul-Americana,Daniel,Mantilla,,Daniel Mantilla
17845,101100,225252.0,22.0,9.0,Atl. Nacional,1014,780,Sul-Americana,Jhon,Duque,,Jhon Duque
17846,101100,251348.0,31.0,29.0,Atl. Nacional,1014,780,Sul-Americana,Patricio,Cucchi,,Patricio Cucchi
17847,101100,233736.0,16.0,28.0,Atl. Nacional,1014,780,Sul-Americana,,,,
17848,101101,223495.0,15.0,29.0,Junior FC,1014,781,Sul-Americana,Iván,Rossi,,Iván Rossi
17849,101101,161663.0,1.0,0.0,Junior FC,1014,781,Sul-Americana,Sebastián,Viera,,Sebastián Viera
17850,101101,176542.0,19.0,25.0,Junior FC,1014,781,Sul-Americana,Carmelo,Valencia,,Carmelo Valencia
17851,101101,214343.0,6.0,11.0,Junior FC,1014,781,Sul-Americana,Didier,Moreno,,Didier Moreno
17852,101101,214415.0,12.0,28.0,Junior FC,1014,781,Sul-Americana,Eder,Chaux,,Eder Chaux
17853,101101,214421.0,8.0,19.0,Junior FC,1014,781,Sul-Americana,Fredy,Hinestroza,,Fredy Hinestroza
17854,101101,214485.0,28.0,28.0,Junior FC,1014,781,Sul-Americana,Juan David,Rodríguez,,Juan David Rodríguez
17855,101101,214515.0,20.0,28.0,Junior FC,1014,781,Sul-Americana,Marlon,Piedrahita,,Marlon Piedrahita
17856,101101,214611.0,26.0,28.0,Junior FC,1014,781,Sul-Americana,Jhon Freddy,Pajoy,,Jhon Freddy Pajoy
17857,101101,215067.0,24.0,4.0,Junior FC,1014,781,Sul-Americana,Dany,Rosero,,Dany Rosero
17858,101101,219413.0,3.0,28.0,Junior FC,1014,781,Sul-Americana,Edwin,Velasco,,Edwin Velasco
17859,101101,220826.0,5.0,9.0,Junior FC,1014,781,Sul-Americana,Larry,Vásquez,,Larry Vásquez
17860,101101,222430.0,27.0,3.0,Junior FC,1014,781,Sul-Americana,Fabián,Viáfara,,Fabián Viáfara
17861,101101,224388.0,21.0,29.0,Junior FC,1014,781,Sul-Americana,Jefferson,Gómez,,Jefferson Gómez
17862,101101,224995.0,16.0,28.0,Junior FC,1014,781,Sul-Americana,Walmer,Pacheco,,Walmer Pacheco
17863,101101,226419.0,23.0,18.0,Junior FC,1014,781,Sul-Americana,Fabián,Sambueza,,Fabián Sambueza
17864,101101,235665.0,14.0,29.0,Junior FC,1014,781,Sul-Americana,Homer,Martínez,,Homer Martínez
17865,101101,236747.0,10.0,17.0,Junior FC,1014,781,Sul-Americana,Luis,González,,Luis González
17866,101101,242370.0,11.0,28.0,Junior FC,1014,781,Sul-Americana,Johan,Bocanegra,,Johan Bocanegra
17867,101101,242426.0,18.0,28.0,Junior FC,1014,781,Sul-Americana,Edwuin,Cetré,,Edwuin Cetré
17868,101101,244308.0,17.0,7.0,Junior FC,1014,781,Sul-Americana,Gabriel,Fuentes,,Gabriel Fuentes
17869,101101,245810.0,4.0,6.0,Junior FC,1014,781,Sul-Americana,Willer,Ditta,,Willer Ditta
17870,101101,260328.0,13.0,28.0,Junior FC,1014,781,Sul-Americana,Rubén,Manjarrés,,Rubén Manjarrés
17871,101101,261409.0,22.0,28.0,Junior FC,1014,781,Sul-Americana,Sebastián,Araujo,,Sebastián Araujo
17872,101101,261410.0,31.0,29.0,Junior FC,1014,781,Sul-Americana,Leider,Berdugo,,Leider Berdugo
17873,101101,261411.0,36.0,29.0,Junior FC,1014,781,Sul-Americana,Neider,Sanjuan,,Neider Sanjuan
17874,101101,261575.0,34.0,28.0,Junior FC,1014,781,Sul-Americana,Kevin,Martínez,,Kevin Martínez
17875,101101,207664.0,20.0,29.0,Junior FC,1014,781,Sul-Americana,Carlos,Bacca,,Carlos Bacca
17876,101101,248133.0,99.0,29.0,Junior FC,1014,781,Sul-Americana,César,Haydar,Haydar,César Haydar
17877,101101,214195.0,32.0,29.0,Junior FC,1014,781,Sul-Americana,Jorge,Arias,,Jorge Arias
