,teamid,playerid,jerseynumber,position,teamname,leagueid,artificialkey,leaguename,firstname,surname,commonname,fullname
0,1,270390.0,21.0,29.0,Arsenal,13,68,Premier League,Marcus,Alencar,Marquinhos,Marcus Alencar
1,1,199503.0,34.0,11.0,Arsenal,13,68,Premier League,Granit,Xhaka,,Granit Xhaka
2,1,201118.0,17.0,3.0,Arsenal,13,68,Premier League,Cédric Ricardo,Alves Soares,Cédric,Cédric Ricardo Alves Soares
3,1,209989.0,5.0,9.0,Arsenal,13,68,Premier League,Thomas,Partey,,Thomas Partey
4,1,213051.0,25.0,28.0,Arsenal,13,68,Premier League,Mohamed,Elneny,,Mohamed Elneny
5,1,222665.0,8.0,18.0,Arsenal,13,68,Premier League,Martin,Ødegaard,,Martin Ødegaard
6,1,226491.0,3.0,7.0,Arsenal,13,68,Premier League,Kieran,Tierney,,Kieran Tierney
7,1,228295.0,16.0,28.0,Arsenal,13,68,Premier League,Rob,Holding,,Rob Holding
8,1,231936.0,4.0,4.0,Arsenal,13,68,Premier League,Benjamin,White,,Benjamin White
9,1,232580.0,6.0,6.0,Arsenal,13,68,Premier League,Gabriel,dos S. Magalhães,Gabriel,Gabriel dos S. Magalhães
10,1,232938.0,18.0,29.0,Arsenal,13,68,Premier League,Takehiro,Tomiyasu,,Takehiro Tomiyasu
11,1,233934.0,32.0,0.0,Arsenal,13,68,Premier League,Aaron,Ramsdale,,Aaron Ramsdale
12,1,236988.0,31.0,28.0,Arsenal,13,68,Premier League,Eddie,Nketiah,,Eddie Nketiah
13,1,240273.0,10.0,16.0,Arsenal,13,68,Premier League,Emile,Smith Rowe,,Emile Smith Rowe
14,1,241928.0,23.0,29.0,Arsenal,13,68,Premier League,Albert,Sambi Lokonga,,Albert Sambi Lokonga
15,1,246669.0,7.0,12.0,Arsenal,13,68,Premier League,Bukayo,Saka,,Bukayo Saka
16,1,251566.0,35.0,28.0,Arsenal,13,68,Premier League,Gabriel,Martinelli Silva,Gabriel Martinelli,Gabriel Martinelli Silva
17,1,251569.0,56.0,29.0,Arsenal,13,68,Premier League,Joel,López Salguero,Joel López,Joel López Salguero
18,1,259096.0,61.0,29.0,Arsenal,13,68,Premier League,Tim,Akinola,,Tim Akinola
19,1,259403.0,51.0,29.0,Arsenal,13,68,Premier League,Joel,Ideho,,Joel Ideho
20,1,260141.0,68.0,29.0,Arsenal,13,68,Premier League,Cătălin,Cîrjan,,Cătălin Cîrjan
21,1,260143.0,85.0,29.0,Arsenal,13,68,Premier League,Zane,Monlouis,,Zane Monlouis
22,1,256958.0,50.0,28.0,Arsenal,13,68,Premier League,Fábio Daniel,Ferreira Vieira,Fábio Vieira,Fábio Daniel Ferreira Vieira
23,1,233267.0,30.0,29.0,Arsenal,13,68,Premier League,Matt,Turner,,Matt Turner
24,1,230666.0,9.0,25.0,Arsenal,13,68,Premier League,Gabriel,Fernando de Jesus,Gabriel Jesus,Gabriel Fernando de Jesus
25,1,248732.0,55.0,29.0,Arsenal,13,68,Premier League,Karl,Hein,,Karl Hein
26,1,227813.0,11.0,29.0,Arsenal,13,68,Premier League,Oleksandr,Zinchenko,,Oleksandr Zinchenko
27,1,243715.0,2.0,29.0,Arsenal,13,68,Premier League,William,Saliba,,William Saliba
28,1,231448.0,14.0,29.0,Arsenal,13,68,Premier League,Reiss,Nelson,,Reiss Nelson
6534,2,152908.0,18.0,28.0,Aston Villa,13,69,Premier League,Ashley,Young,,Ashley Young
6535,2,189242.0,23.0,16.0,Aston Villa,13,69,Premier League,Philippe,Coutinho Correia,Coutinho,Philippe Coutinho Correia
6536,2,195859.0,22.0,28.0,Aston Villa,13,69,Premier League,Danny,Ings,,Danny Ings
6537,2,200458.0,27.0,7.0,Aston Villa,13,69,Premier League,Lucas,Digne,,Lucas Digne
6538,2,202811.0,1.0,0.0,Aston Villa,13,69,Premier League,Emiliano,Martínez,,Emiliano Martínez
6539,2,205989.0,21.0,28.0,Aston Villa,13,69,Premier League,Calum,Chambers,,Calum Chambers
6540,2,207557.0,12.0,28.0,Aston Villa,13,69,Premier League,Robin,Olsen,,Robin Olsen
6541,2,210635.0,30.0,28.0,Aston Villa,13,69,Premier League,Kortney,Hause,,Kortney Hause
6542,2,210881.0,7.0,11.0,Aston Villa,13,69,Premier League,John,McGinn,,John McGinn
6543,2,210896.0,8.0,29.0,Aston Villa,13,69,Premier League,Morgan,Sanson,,Morgan Sanson
6544,2,212419.0,5.0,6.0,Aston Villa,13,69,Premier League,Tyrone,Mings,,Tyrone Mings
6545,2,221697.0,11.0,25.0,Aston Villa,13,69,Premier League,Ollie,Watkins,,Ollie Watkins
6546,2,222994.0,19.0,28.0,Aston Villa,13,69,Premier League,Marvelous,Nakamba,,Marvelous Nakamba
6547,2,226162.0,10.0,18.0,Aston Villa,13,69,Premier League,Emiliano,Buendía,,Emiliano Buendía
6548,2,227174.0,2.0,3.0,Aston Villa,13,69,Premier League,Matty,Cash,,Matty Cash
6549,2,227678.0,9.0,4.0,Aston Villa,13,69,Premier League,Ezri,Konsa,,Ezri Konsa
6550,2,229906.0,31.0,29.0,Aston Villa,13,69,Premier League,Leon,Bailey,,Leon Bailey
6551,2,236499.0,6.0,9.0,Aston Villa,13,69,Premier League,Douglas Luiz,Soares de Paulo,Douglas Luiz,Douglas Luiz Soares de Paulo
6552,2,246923.0,41.0,12.0,Aston Villa,13,69,Premier League,Jacob,Ramsey,,Jacob Ramsey
6553,2,256556.0,45.0,29.0,Aston Villa,13,69,Premier League,Ben,Chrisene,,Ben Chrisene
6554,2,258928.0,38.0,29.0,Aston Villa,13,69,Premier League,Viljami,,,
6555,2,264209.0,36.0,29.0,Aston Villa,13,69,Premier League,,Bogarde,,
6556,2,264410.0,49.0,29.0,Aston Villa,13,69,Premier League,Hayden,,,
6557,2,264411.0,50.0,29.0,Aston Villa,13,69,Premier League,,,,
6558,2,219693.0,20.0,29.0,Aston Villa,13,69,Premier League,Diego Carlos,Santos Silva,Diego Carlos,Diego Carlos Santos Silva
6559,2,258930.0,37.0,29.0,Aston Villa,13,69,Premier League,Cameron,Archer,,Cameron Archer
6560,2,192317.0,13.0,29.0,Aston Villa,13,69,Premier League,Jed,Steer,,Jed Steer
6561,2,268550.0,54.0,29.0,Aston Villa,13,69,Premier League,Joshua,Feeney,,Joshua Feeney
6562,2,266609.0,55.0,29.0,Aston Villa,13,69,Premier League,Tim,,,
6563,2,236987.0,4.0,29.0,Aston Villa,13,69,Premier League,Boubacar,Kamara,,Boubacar Kamara
6564,2,235353.0,24.0,29.0,Aston Villa,13,69,Premier League,Ismaïla,Sarr,,Ismaïla Sarr
6565,2,220570.0,35.0,29.0,Aston Villa,13,69,Premier League,Jan,Bednarek,,Jan Bednarek
6566,2,212678.0,3.0,29.0,Aston Villa,13,69,Premier League,Ludwig,Augustinsson,,Ludwig Augustinsson
6567,3,152536.0,4.0,28.0,Blackburn R.,14,88,EFL Championship,Bradley,Johnson,,Bradley Johnson
6568,3,188400.0,1.0,0.0,Blackburn R.,14,88,EFL Championship,Thomas,Kaminski,,Thomas Kaminski
6569,3,194334.0,5.0,6.0,Blackburn R.,14,88,EFL Championship,Daniel,Sánchez Ayala,Daniel Ayala,Daniel Sánchez Ayala
6570,3,211009.0,26.0,4.0,Blackburn R.,14,88,EFL Championship,Darragh,Lenihan,,Darragh Lenihan
6571,3,211098.0,23.0,28.0,Blackburn R.,14,88,EFL Championship,Bradley,Dack,,Bradley Dack
6572,3,213693.0,8.0,15.0,Blackburn R.,14,88,EFL Championship,Joe,Rothwell,,Joe Rothwell
6573,3,213905.0,9.0,25.0,Blackburn R.,14,88,EFL Championship,Sam,Gallagher,,Sam Gallagher
6574,3,228684.0,2.0,3.0,Blackburn R.,14,88,EFL Championship,Ryan,Nyambe,,Ryan Nyambe
6575,3,229378.0,20.0,28.0,Blackburn R.,14,88,EFL Championship,Tayo,Edun,,Tayo Edun
6576,3,230070.0,6.0,28.0,Blackburn R.,14,88,EFL Championship,Jacob,Davenport,,Jacob Davenport
6577,3,231540.0,16.0,28.0,Blackburn R.,14,88,EFL Championship,Scott,Wharton,,Scott Wharton
6578,3,233795.0,22.0,27.0,Blackburn R.,14,88,EFL Championship,Ben,Brereton Díaz,,Ben Brereton Díaz
6579,3,234319.0,27.0,10.0,Blackburn R.,14,88,EFL Championship,Lewis,Travis,,Lewis Travis
6580,3,235770.0,3.0,7.0,Blackburn R.,14,88,EFL Championship,Harry,Pickering,,Harry Pickering
6581,3,238336.0,11.0,28.0,Blackburn R.,14,88,EFL Championship,Joe,Rankin-Costello,,Joe Rankin-Costello
6582,3,239221.0,36.0,29.0,Blackburn R.,14,88,EFL Championship,Tyler,Magloire,,Tyler Magloire
6583,3,240595.0,13.0,28.0,Blackburn R.,14,88,EFL Championship,Aynsley,Pears,,Aynsley Pears
6584,3,241646.0,14.0,28.0,Blackburn R.,14,88,EFL Championship,Daniel,Butterworth,,Daniel Butterworth
6585,3,242464.0,32.0,29.0,Blackburn R.,14,88,EFL Championship,Connor,McBride,,Connor McBride
6586,3,242749.0,21.0,13.0,Blackburn R.,14,88,EFL Championship,John,Buckley,,John Buckley
6587,3,242751.0,24.0,28.0,Blackburn R.,14,88,EFL Championship,Hayden,Carter,,Hayden Carter
6588,3,243608.0,28.0,29.0,Blackburn R.,14,88,EFL Championship,Ryan,Giles,,Ryan Giles
6589,3,252134.0,19.0,28.0,Blackburn R.,14,88,EFL Championship,Leighton,Clarkson,,Leighton Clarkson
6590,3,256358.0,35.0,29.0,Blackburn R.,14,88,EFL Championship,Jake,Garrett,,Jake Garrett
6591,3,256964.0,34.0,29.0,Blackburn R.,14,88,EFL Championship,Daniel,Pike,,Daniel Pike
6592,3,256965.0,45.0,29.0,Blackburn R.,14,88,EFL Championship,Jordan,Eastham,,Jordan Eastham
6593,3,257063.0,10.0,23.0,Blackburn R.,14,88,EFL Championship,Tyrhys,Dolan,,Tyrhys Dolan
6594,3,259206.0,41.0,29.0,Blackburn R.,14,88,EFL Championship,Antonis,Stergiakis,,Antonis Stergiakis
6595,3,260558.0,12.0,29.0,Blackburn R.,14,88,EFL Championship,Reda,Khadra,,Reda Khadra
6596,3,220139.0,7.0,29.0,Blackburn R.,14,88,EFL Championship,Sammie,Szmodics,,Sammie Szmodics
6597,3,246349.0,54.0,29.0,Blackburn R.,14,88,EFL Championship,Dilan,Markanday,,Dilan Markanday
6598,4,11381.0,1.0,28.0,Bolton,60,325,EFL League One,Matt,Gilks,,Matt Gilks
6599,4,140422.0,27.0,28.0,Bolton,60,325,EFL League One,Alex,Baptiste,,Alex Baptiste
6600,4,169593.0,20.0,28.0,Bolton,60,325,EFL League One,Kieran,Lee,,Kieran Lee
6601,4,184467.0,7.0,28.0,Bolton,60,325,EFL League One,Nathan,Delfouneso,,Nathan Delfouneso
6602,4,187761.0,9.0,25.0,Bolton,60,325,EFL League One,Eoin,Doyle,,Eoin Doyle
6603,4,200061.0,18.0,28.0,Bolton,60,325,EFL League One,Andrew,Tutte,,Andrew Tutte
6604,4,200210.0,10.0,13.0,Bolton,60,325,EFL League One,Antoni,Sarcevic,,Antoni Sarcevic
6605,4,201514.0,24.0,28.0,Bolton,60,325,EFL League One,Elias,Kachunga,,Elias Kachunga
6606,4,203331.0,23.0,23.0,Bolton,60,325,EFL League One,Lloyd,Isgrove,,Lloyd Isgrove
6607,4,211204.0,3.0,7.0,Bolton,60,325,EFL League One,Declan,John,,Declan John
6608,4,212090.0,5.0,4.0,Bolton,60,325,EFL League One,Ricardo,Almeida Santos,Ricardo Santos,Ricardo Almeida Santos
6609,4,212366.0,8.0,15.0,Bolton,60,325,EFL League One,Josh,Sheehan,,Josh Sheehan
6610,4,218576.0,15.0,28.0,Bolton,60,325,EFL League One,Will,Aimson,,Will Aimson
6611,4,221141.0,11.0,28.0,Bolton,60,325,EFL League One,Amadou,Bakayoko,,Amadou Bakayoko
6612,4,223918.0,28.0,29.0,Bolton,60,325,EFL League One,Brandon,Comley,,Brandon Comley
6613,4,224017.0,4.0,10.0,Bolton,60,325,EFL League One,,Williams,,
6614,4,224447.0,2.0,3.0,Bolton,60,325,EFL League One,Gethin,Jones,,Gethin Jones
6615,4,229779.0,26.0,29.0,Bolton,60,325,EFL League One,Liam,Edwards,,Liam Edwards
6616,4,240322.0,21.0,28.0,Bolton,60,325,EFL League One,Harry,Brockbank,,Harry Brockbank
6617,4,240912.0,6.0,6.0,Bolton,60,325,EFL League One,George,Johnston,,George Johnston
6618,4,242119.0,14.0,28.0,Bolton,60,325,EFL League One,Xavier,Amaechi,,Xavier Amaechi
6619,4,242946.0,17.0,27.0,Bolton,60,325,EFL League One,Dapo,Afolayan,,Dapo Afolayan
6620,4,252596.0,34.0,29.0,Bolton,60,325,EFL League One,Adam,Senior,,Adam Senior
6621,4,252597.0,44.0,29.0,Bolton,60,325,EFL League One,Finlay,Lockett,,Finlay Lockett
6622,4,255913.0,25.0,28.0,Bolton,60,325,EFL League One,George,Thomason,,George Thomason
6623,4,256792.0,12.0,0.0,Bolton,60,325,EFL League One,Joel,Dixon,,Joel Dixon
6624,4,257776.0,29.0,28.0,Bolton,60,325,EFL League One,Liam,Gordon,,Liam Gordon
6625,4,262852.0,46.0,29.0,Bolton,60,325,EFL League One,Ryan,Colvin,,Ryan Colvin
6626,5,259356.0,35.0,29.0,Chelsea,13,70,Premier League,Carney,Chukwuemeka,,Carney Chukwuemeka
6627,5,260145.0,52.0,28.0,Chelsea,13,70,Premier League,Omari,Hutchinson,,Omari Hutchinson
6628,5,164240.0,6.0,5.0,Chelsea,13,70,Premier League,Thiago Emiliano,da Silva,Thiago Silva,Thiago Emiliano da Silva
6629,5,184432.0,28.0,4.0,Chelsea,13,70,Premier League,César,Azpilicueta Tanco,Azpilicueta,César Azpilicueta Tanco
6630,5,204246.0,13.0,28.0,Chelsea,13,70,Premier League,Marcus,Bettinelli,,Marcus Bettinelli
6631,5,205498.0,5.0,15.0,Chelsea,13,70,Premier League,Luiz Frello,Filho Jorge,Jorginho,Luiz Frello Filho Jorge
6632,5,206585.0,1.0,0.0,Chelsea,13,70,Premier League,Kepa,Arrizabalaga,Kepa,Kepa Arrizabalaga
6633,5,207410.0,8.0,13.0,Chelsea,13,70,Premier League,Mateo,Kovačić,,Mateo Kovačić
6634,5,208670.0,22.0,28.0,Chelsea,13,70,Premier League,Hakim,Ziyech,,Hakim Ziyech
6635,5,213666.0,12.0,28.0,Chelsea,13,70,Premier League,Ruben,Loftus-Cheek,,Ruben Loftus-Cheek
6636,5,227796.0,10.0,28.0,Chelsea,13,70,Premier League,Christian,Pulisic,,Christian Pulisic
6637,5,229984.0,21.0,8.0,Chelsea,13,70,Premier League,Ben,Chilwell,,Ben Chilwell
6638,5,230918.0,14.0,28.0,Chelsea,13,70,Premier League,Trevoh,Chalobah,,Trevoh Chalobah
6639,5,233064.0,19.0,23.0,Chelsea,13,70,Premier League,Mason,Mount,,Mason Mount
6640,5,235790.0,29.0,25.0,Chelsea,13,70,Premier League,Kai,Havertz,,Kai Havertz
6641,5,238074.0,24.0,2.0,Chelsea,13,70,Premier League,Reece,James,,Reece James
6642,5,241160.0,41.0,28.0,Chelsea,13,70,Premier League,George,McEachran,,George McEachran
6643,5,257239.0,44.0,29.0,Chelsea,13,70,Premier League,Josh,Brooking,,Josh Brooking
6644,5,264115.0,43.0,29.0,Chelsea,13,70,Premier League,Dylan,Williams,,Dylan Williams
6645,5,256268.0,27.0,28.0,Chelsea,13,70,Premier League,Armando,Broja,,Armando Broja
6646,5,238216.0,23.0,28.0,Chelsea,13,70,Premier League,Conor,Gallagher,,Conor Gallagher
6647,5,202652.0,17.0,27.0,Chelsea,13,70,Premier League,Raheem,Sterling,,Raheem Sterling
6648,5,266127.0,54.0,29.0,Chelsea,13,70,Premier League,Lewis,Hall,,Lewis Hall
6649,5,239231.0,2.0,28.0,Chelsea,13,70,Premier League,Marc,Cucurella Saseta,Cucurella,Marc Cucurella Saseta
6650,5,188567.0,25.0,28.0,Chelsea,13,70,Premier League,Pierre-Emerick,Aubameyang,,Pierre-Emerick Aubameyang
6651,5,229261.0,30.0,6.0,Chelsea,13,70,Premier League,Denis,Zakaria,,Denis Zakaria
6652,5,248695.0,3.0,28.0,Chelsea,13,70,Premier League,Wesley,Fofana,,Wesley Fofana
6653,7,118794.0,31.0,28.0,Everton,13,71,Premier League,Andy,Lonergan,,Andy Lonergan
6654,7,172723.0,15.0,28.0,Everton,13,71,Premier League,Asmir,Begović,,Asmir Begović
6655,7,180216.0,23.0,3.0,Everton,13,71,Premier League,Séamus,Coleman,,Séamus Coleman
6656,7,184484.0,10.0,18.0,Everton,13,71,Premier League,Gylfi,Sigurðsson,,Gylfi Sigurðsson
6657,7,189250.0,33.0,28.0,Everton,13,71,Premier League,Salomón,Rondón,,Salomón Rondón
6658,7,194932.0,14.0,12.0,Everton,13,71,Premier League,Andros,Townsend,,Andros Townsend
6659,7,204935.0,1.0,0.0,Everton,13,71,Premier League,Jordan,Pickford,,Jordan Pickford
6660,7,207599.0,5.0,6.0,Everton,13,71,Premier League,Michael,Keane,,Michael Keane
6661,7,208135.0,16.0,9.0,Everton,13,71,Premier League,Abdoulaye,Doucouré,,Abdoulaye Doucouré
6662,7,213655.0,17.0,28.0,Everton,13,71,Premier League,Alex,Iwobi,,Alex Iwobi
6663,7,220523.0,13.0,4.0,Everton,13,71,Premier League,Yerry,Mina,,Yerry Mina
6664,7,221479.0,9.0,25.0,Everton,13,71,Premier League,Dominic,Calvert-Lewin,,Dominic Calvert-Lewin
6665,7,225024.0,4.0,28.0,Everton,13,71,Premier League,Mason,Holgate,,Mason Holgate
6666,7,225793.0,22.0,28.0,Everton,13,71,Premier League,Ben,Godfrey,,Ben Godfrey
6667,7,230005.0,26.0,28.0,Everton,13,71,Premier League,Tom,Davies,,Tom Davies
6668,7,242964.0,42.0,28.0,Everton,13,71,Premier League,Anthony,Gordon,,Anthony Gordon
6669,7,244380.0,18.0,7.0,Everton,13,71,Premier League,Vitaliy,Mykolenko,,Vitaliy Mykolenko
6670,7,246950.0,38.0,29.0,Everton,13,71,Premier League,Ryan,Astley,,Ryan Astley
6671,7,247649.0,32.0,29.0,Everton,13,71,Premier League,Jarrad,Branthwaite,,Jarrad Branthwaite
6672,7,247764.0,48.0,29.0,Everton,13,71,Premier League,Kyle,John,,Kyle John
6673,7,251648.0,43.0,29.0,Everton,13,71,Premier League,Einar,Iversen,,Einar Iversen
6674,7,263168.0,39.0,29.0,Everton,13,71,Premier League,Tyler,Onyango,,Tyler Onyango
6675,7,264039.0,47.0,29.0,Everton,13,71,Premier League,Lewis,Dobbin,,Lewis Dobbin
6676,7,235172.0,19.0,29.0,Everton,13,71,Premier League,Rúben,Nascimento Vinagre,Rúben Vinagre,Rúben Nascimento Vinagre
6677,7,243282.0,12.0,16.0,Everton,13,71,Premier League,Dwight,McNeil,,Dwight McNeil
6678,7,232545.0,25.0,29.0,Everton,13,71,Premier League,Nathan,Broadhead,,Nathan Broadhead
6679,7,202048.0,29.0,28.0,Everton,13,71,Premier League,Conor,Coady,,Conor Coady
6680,7,257057.0,28.0,28.0,Everton,13,71,Premier League,Amadou,Onana,,Amadou Onana
6681,7,243657.0,37.0,28.0,Everton,13,71,Premier League,James,Garner,,James Garner
6682,7,193474.0,27.0,11.0,Everton,13,71,Premier League,Idrissa,Gueye,,Idrissa Gueye
6683,7,211784.0,20.0,28.0,Everton,13,71,Premier League,Neal,Maupay,,Neal Maupay
6684,8,243390.0,30.0,29.0,Leeds United,14,72,EFL Championship,Ian,Poveda,,Ian Poveda
6685,8,186156.0,2.0,28.0,Leeds United,14,72,EFL Championship,Luke,Ayling,,Luke Ayling
6686,8,189456.0,6.0,29.0,Leeds United,14,72,EFL Championship,Liam,Cooper,,Liam Cooper
6687,8,192955.0,44.0,28.0,Leeds United,14,72,EFL Championship,Mateusz,Klich,,Mateusz Klich
6688,8,193910.0,4.0,29.0,Leeds United,14,72,EFL Championship,Adam,Forshaw,,Adam Forshaw
6689,8,198329.0,19.0,15.0,Leeds United,14,72,EFL Championship,Rodrigo,Moreno Machado,Rodrigo,Rodrigo Moreno Machado
6690,8,203570.0,15.0,13.0,Leeds United,14,72,EFL Championship,Stuart,Dallas,,Stuart Dallas
6691,8,206534.0,9.0,25.0,Leeds United,14,72,EFL Championship,Patrick,Bamford,,Patrick Bamford
6692,8,212602.0,14.0,4.0,Leeds United,14,72,EFL Championship,Diego Javier,Llorente Ríos,Diego Llorente,Diego Javier Llorente Ríos
6693,8,232080.0,22.0,16.0,Leeds United,14,72,EFL Championship,Jack,Harrison,,Jack Harrison
6694,8,236532.0,5.0,6.0,Leeds United,14,72,EFL Championship,Robin,Koch,,Robin Koch
6695,8,237935.0,13.0,28.0,Leeds United,14,72,EFL Championship,Kristoffer,Klaesson,,Kristoffer Klaesson
6696,8,239360.0,21.0,28.0,Leeds United,14,72,EFL Championship,Pascal,Struijk,,Pascal Struijk
6697,8,241184.0,3.0,7.0,Leeds United,14,72,EFL Championship,Héctor Junior,Firpo Adamés,Junior Firpo,Héctor Junior Firpo Adamés
6698,8,242656.0,1.0,0.0,Leeds United,14,72,EFL Championship,Illan,Meslier,,Illan Meslier
6699,8,246053.0,31.0,29.0,Leeds United,14,72,EFL Championship,Joe,Gelhardt,,Joe Gelhardt
6700,8,247349.0,47.0,29.0,Leeds United,14,72,EFL Championship,Jack,Jenkins,,Jack Jenkins
6701,8,251954.0,38.0,29.0,Leeds United,14,72,EFL Championship,Crysencio,Summerville,,Crysencio Summerville
6702,8,253407.0,42.0,29.0,Leeds United,14,72,EFL Championship,Sam,Greenwood,,Sam Greenwood
6703,8,253969.0,49.0,29.0,Leeds United,14,72,EFL Championship,Leo,Hjelde,,Leo Hjelde
6704,8,258555.0,40.0,29.0,Leeds United,14,72,EFL Championship,Dani,van den Heuvel,,Dani van den Heuvel
6705,8,261374.0,24.0,29.0,Leeds United,14,72,EFL Championship,Lewis,Bate,,Lewis Bate
6706,8,262096.0,26.0,29.0,Leeds United,14,72,EFL Championship,Amari,Miller,,Amari Miller
6707,8,263149.0,32.0,29.0,Leeds United,14,72,EFL Championship,Sean,,,
6708,8,233301.0,43.0,3.0,Leeds United,14,72,EFL Championship,Rasmus,Kristensen,,Rasmus Kristensen
6709,8,235945.0,25.0,28.0,Leeds United,14,72,EFL Championship,Marc,Roca Junqué,Marc Roca,Marc Roca Junqué
6710,8,247361.0,12.0,29.0,Leeds United,14,72,EFL Championship,Brenden,Aaronson,,Brenden Aaronson
6711,8,254529.0,37.0,29.0,Leeds United,14,72,EFL Championship,Cody,Drameh,,Cody Drameh
6712,8,233500.0,7.0,12.0,Leeds United,14,72,EFL Championship,Luis,Sinisterra,,Luis Sinisterra
6713,8,232999.0,16.0,10.0,Leeds United,14,72,EFL Championship,Tyler,Adams,,Tyler Adams
6714,8,247351.0,23.0,29.0,Leeds United,14,72,EFL Championship,Mateusz,Bogusz,,Mateusz Bogusz
6715,8,221743.0,18.0,28.0,Leeds United,14,72,EFL Championship,Hélder Wander,Sousa Azevedo Costa,Hélder Costa,Hélder Wander Sousa Azevedo Costa
6716,8,195668.0,8.0,29.0,Leeds United,14,72,EFL Championship,Joel,Robles Blázquez,Joel Robles,Joel Robles Blázquez
6717,8,258906.0,27.0,28.0,Leeds United,14,72,EFL Championship,Wilfried,Gnonto,,Wilfried Gnonto
6718,9,138412.0,7.0,28.0,Liverpool,13,73,Premier League,James,Milner,,James Milner
6719,9,189509.0,6.0,15.0,Liverpool,13,73,Premier League,Thiago,Alcântara,Thiago,Thiago Alcântara
6720,9,194911.0,13.0,28.0,Liverpool,13,73,Premier League,Adrián,San Miguel Castillo,Adrián,Adrián San Miguel Castillo
6721,9,197061.0,32.0,4.0,Liverpool,13,73,Premier League,Joel,Matip,,Joel Matip
6722,9,198784.0,15.0,28.0,Liverpool,13,73,Premier League,Alex,Oxlade-Chamberlain,,Alex Oxlade-Chamberlain
6723,9,203376.0,4.0,6.0,Liverpool,13,73,Premier League,Virgil,van Dijk,,Virgil van Dijk
6724,9,209331.0,11.0,23.0,Liverpool,13,73,Premier League,Mohamed,Salah,,Mohamed Salah
6725,9,212831.0,1.0,0.0,Liverpool,13,73,Premier League,Alisson,Ramses Becker,Alisson,Alisson Ramses Becker
6726,9,216267.0,26.0,7.0,Liverpool,13,73,Premier League,Andrew,Robertson,,Andrew Robertson
6727,9,220971.0,8.0,28.0,Liverpool,13,73,Premier League,Naby,Keïta,,Naby Keïta
6728,9,224458.0,20.0,10.0,Liverpool,13,73,Premier League,Diogo José,Teixeira da Silva,Diogo Jota,Diogo José Teixeira da Silva
6729,9,225100.0,12.0,28.0,Liverpool,13,73,Premier League,Joe,Gomez,,Joe Gomez
6730,9,231281.0,66.0,3.0,Liverpool,13,73,Premier League,Trent,Alexander-Arnold,,Trent Alexander-Arnold
6731,9,232223.0,21.0,28.0,Liverpool,13,73,Premier League,Konstantinos,Tsimikas,,Konstantinos Tsimikas
6732,9,237678.0,5.0,28.0,Liverpool,13,73,Premier League,Ibrahima,Konaté,,Ibrahima Konaté
6733,9,240913.0,62.0,28.0,Liverpool,13,73,Premier League,Caoimhin,Kelleher,,Caoimhin Kelleher
6734,9,241084.0,23.0,27.0,Liverpool,13,73,Premier League,Luis,Díaz,,Luis Díaz
6735,9,242434.0,17.0,28.0,Liverpool,13,73,Premier League,Curtis,Jones,,Curtis Jones
6736,9,246174.0,67.0,28.0,Liverpool,13,73,Premier League,Harvey,Elliott,,Harvey Elliott
6737,9,259430.0,53.0,29.0,Liverpool,13,73,Premier League,Marcelo,Pitaluga,Marcelo Pitaluga,Marcelo Pitaluga
6738,9,264561.0,54.0,29.0,Liverpool,13,73,Premier League,James,Norris,,James Norris
6739,9,256725.0,28.0,29.0,Liverpool,13,73,Premier League,Fabio,Carvalho,,Fabio Carvalho
6740,9,253072.0,27.0,21.0,Liverpool,13,73,Premier League,Darwin,Núñez,,Darwin Núñez
6741,9,240926.0,47.0,28.0,Liverpool,13,73,Premier League,Nathaniel,Phillips,,Nathaniel Phillips
6742,9,260406.0,55.0,28.0,Liverpool,13,73,Premier League,,Gordon,,
6743,9,230658.0,18.0,13.0,Liverpool,13,73,Premier League,Arthur Henrique,Ramos Oliveira Melo,Arthur,Arthur Henrique Ramos Oliveira Melo
6744,9,252897.0,25.0,29.0,Liverpool,13,73,Premier League,Calvin,Ramsay,,Calvin Ramsay
6745,10,224081.0,23.0,15.0,Manchester City,13,74,Premier League,Kalvin,Phillips,,Kalvin Phillips
6746,10,157804.0,33.0,28.0,Manchester City,13,74,Premier League,Scott,Carson,,Scott Carson
6747,10,186942.0,8.0,28.0,Manchester City,13,74,Premier League,İlkay,Gündoğan,,İlkay Gündoğan
6748,10,188377.0,2.0,3.0,Manchester City,13,74,Premier League,Kyle,Walker,,Kyle Walker
6749,10,192985.0,17.0,13.0,Manchester City,13,74,Premier League,Kevin,De Bruyne,,Kevin De Bruyne
6750,10,203574.0,5.0,4.0,Manchester City,13,74,Premier League,John,Stones,,John Stones
6751,10,206517.0,10.0,28.0,Manchester City,13,74,Premier League,Jack,Grealish,,Jack Grealish
6752,10,208920.0,6.0,28.0,Manchester City,13,74,Premier League,Nathan,Aké,,Nathan Aké
6753,10,210257.0,31.0,0.0,Manchester City,13,74,Premier League,Ederson,Santana de Moraes,Ederson,Ederson Santana de Moraes
6754,10,210514.0,27.0,7.0,Manchester City,13,74,Premier League,João Pedro,Cavaco Cancelo,João Cancelo,João Pedro Cavaco Cancelo
6755,10,218667.0,20.0,28.0,Manchester City,13,74,Premier League,Bernardo Mota,Carvalho e Silva,Bernardo Silva,Bernardo Mota Carvalho e Silva
