,Unnamed: 0_old,teamid_old,playerid,jerseynumber_old,position_old,teamname_old,leagueid_old,artificialkey_old,leaguename_old,firstname_old,surname_old,commonname_old,fullname_old,Unnamed: 0_new,teamid_new,jerseynumber_new,position_new,teamname_new,leagueid_new,artificialkey_new,leaguename_new,firstname_new,surname_new,commonname_new,fullname_new
10790,17297,100805,52856.0,12.0,0.0,Goianésia,83,542,Brasileirão Série D,Flávio Mendes,Augusto,Flávio Mendes,Flávio Mendes Augusto,,,,,,,,,,,,
10791,17298,100805,52858.0,17.0,29.0,Goianésia,83,542,Brasileirão Série D,Júlio César,Martins,Júlio César,Júlio César Martins,,,,,,,,,,,,
10792,17299,100805,53259.0,21.0,28.0,Goianésia,83,542,Brasileirão Série D,Francisco,Nascimento,Elves,Francisco Nascimento,,,,,,,,,,,,
10793,17300,100805,88892.0,23.0,28.0,Goianésia,83,542,Brasileirão Série D,Ricardo Verza,de Oliveira,Ricardo Verza,Ricardo Verza de Oliveira,,,,,,,,,,,,
10794,17301,100805,171530.0,2.0,7.0,Goianésia,83,542,Brasileirão Série D,Wagner Diniz,Gomes,Wagner Diniz,Wagner Diniz Gomes,,,,,,,,,,,,
10795,17302,100805,192374.0,7.0,25.0,Goianésia,83,542,Brasileirão Série D,Luíz Carlos,Caetano,Júnior,Luíz Carlos Caetano,,,,,,,,,,,,
10796,17303,100805,262025.0,5.0,29.0,Goianésia,83,542,Brasileirão Série D,Márcio,Bispo,Márcio Bispo,Márcio Bispo,,,,,,,,,,,,
10797,17304,100805,262670.0,15.0,29.0,Goianésia,83,542,Brasileirão Série D,Antônio Roberto,Nascimento Santos,Bebeto,Antônio Roberto Nascimento Santos,,,,,,,,,,,,
10798,17305,100805,262675.0,19.0,18.0,Goianésia,83,542,Brasileirão Série D,Leandro Júnior,Medeiros,Esquerdinha,Leandro Júnior Medeiros,,,,,,,,,,,,
10800,17307,100805,265897.0,18.0,15.0,Goianésia,83,542,Brasileirão Série D,Paulo Eduardo,Queiroz,Romarinho,Paulo Eduardo Queiroz,,,,,,,,,,,,
10801,17308,100805,266660.0,14.0,3.0,Goianésia,83,542,Brasileirão Série D,Fabricio,Alves,Fabricio,Fabricio Alves,,,,,,,,,,,,
10802,17309,100805,267176.0,4.0,4.0,Goianésia,83,542,Brasileirão Série D,Clênio,Cruz,Lima,Clênio Cruz,,,,,,,,,,,,
10803,17310,100805,273854.0,11.0,29.0,Goianésia,83,542,Brasileirão Série D,Kilzer,Lira,Kilzer,Kilzer Lira,,,,,,,,,,,,
10804,17311,100805,274735.0,22.0,27.0,Goianésia,83,542,Brasileirão Série D,Walker,Fernando,Walker,Walker Fernando,,,,,,,,,,,,
10805,17312,100805,292322.0,20.0,29.0,Goianésia,83,542,Brasileirão Série D,João Pedro,Oliveira,João Pedro,João Pedro Oliveira,,,,,,,,,,,,
10806,17313,100805,292323.0,24.0,28.0,Goianésia,83,542,Brasileirão Série D,Guilherme,de Matos,Guilherme,Guilherme de Matos,,,,,,,,,,,,
10807,17314,100805,292324.0,13.0,23.0,Goianésia,83,542,Brasileirão Série D,Léo,Jaime,Léo Jaime,Léo Jaime,,,,,,,,,,,,
10809,17316,100831,164471.0,18.0,26.0,AD Alcorcón,54,293,LaLiga SmartBank,Francisco,Jiménez Tejada,Xisco,Francisco Jiménez Tejada,,,,,,,,,,,,
10810,17317,100831,172317.0,19.0,6.0,AD Alcorcón,54,293,LaLiga SmartBank,David,Fernández Cortázar,David Fernández,David Fernández Cortázar,,,,,,,,,,,,
10811,17318,100831,177564.0,16.0,7.0,AD Alcorcón,54,293,LaLiga SmartBank,Carlos,Bellvís Llorens,Bellvís,Carlos Bellvís Llorens,,,,,,,,,,,,
10812,17319,100831,188930.0,2.0,3.0,AD Alcorcón,54,293,LaLiga SmartBank,Laureano,Sanabria Ruiz,Laure,Laureano Sanabria Ruiz,,,,,,,,,,,,
10813,17320,100831,190021.0,10.0,12.0,AD Alcorcón,54,293,LaLiga SmartBank,Hugo,Fraile Martín,Hugo Fraile,Hugo Fraile Martín,,,,,,,,,,,,
10815,17322,100831,198322.0,5.0,11.0,AD Alcorcón,54,293,LaLiga SmartBank,Juan,Aguilera Núñez,Aguilera,Juan Aguilera Núñez,,,,,,,,,,,,
10816,17323,100831,201364.0,23.0,28.0,AD Alcorcón,54,293,LaLiga SmartBank,David,Forniés Aquilino,Forniés,David Forniés Aquilino,,,,,,,,,,,,
10817,17324,100831,211556.0,15.0,4.0,AD Alcorcón,54,293,LaLiga SmartBank,Carlos,Hernández Alarcón,Carlos Hernández,Carlos Hernández Alarcón,,,,,,,,,,,,
10818,17325,100831,217085.0,17.0,28.0,AD Alcorcón,54,293,LaLiga SmartBank,Víctor,García,,Víctor García,,,,,,,,,,,,
10819,17326,100831,222466.0,3.0,28.0,AD Alcorcón,54,293,LaLiga SmartBank,José Carlos,Ramírez Suárez,José Carlos,José Carlos Ramírez Suárez,,,,,,,,,,,,
10820,17327,100831,224010.0,13.0,28.0,AD Alcorcón,54,293,LaLiga SmartBank,José Aurelio,Suárez García,José Suárez,José Aurelio Suárez García,,,,,,,,,,,,
10821,17328,100831,234816.0,14.0,28.0,AD Alcorcón,54,293,LaLiga SmartBank,Nicolás,Gorosito,,Nicolás Gorosito,,,,,,,,,,,,
10825,17332,100831,240196.0,4.0,28.0,AD Alcorcón,54,293,LaLiga SmartBank,Fidel,Escobar,,Fidel Escobar,,,,,,,,,,,,
10828,17335,100831,257027.0,35.0,29.0,AD Alcorcón,54,293,LaLiga SmartBank,Jesús,Ruiz Suárez,Jesús Ruiz,Jesús Ruiz Suárez,,,,,,,,,,,,
10829,17336,100831,258280.0,8.0,28.0,AD Alcorcón,54,293,LaLiga SmartBank,Ander,Gorostidi García,Gorostidi,Ander Gorostidi García,,,,,,,,,,,,
10830,17337,100831,258557.0,6.0,28.0,AD Alcorcón,54,293,LaLiga SmartBank,Juan Manuel,Bravo Alcántara,Juanma Bravo,Juan Manuel Bravo Alcántara,,,,,,,,,,,,
10831,17338,100831,259178.0,21.0,29.0,AD Alcorcón,54,293,LaLiga SmartBank,Asier,Córdoba Querejeta,Asier Córdoba,Asier Córdoba Querejeta,,,,,,,,,,,,
10832,17339,100831,259224.0,25.0,29.0,AD Alcorcón,54,293,LaLiga SmartBank,Armin,Hodžić,,Armin Hodžić,,,,,,,,,,,,
10833,17340,100831,262165.0,20.0,28.0,AD Alcorcón,54,293,LaLiga SmartBank,Abdel,Al Badaoui,,Abdel Al Badaoui,,,,,,,,,,,,
10834,17341,100831,263223.0,34.0,29.0,AD Alcorcón,54,293,LaLiga SmartBank,Roberto,Cornago Lázaro,Cornago,Roberto Cornago Lázaro,,,,,,,,,,,,
10836,17343,100831,264231.0,26.0,29.0,AD Alcorcón,54,293,LaLiga SmartBank,Antonio,,Moyano,,,,,,,,,,,,,
10839,17346,100851,172013.0,24.0,28.0,F.C. Cartagena,54,294,LaLiga SmartBank,Alberto,de la Bella Madueño,De la Bella,Alberto de la Bella Madueño,,,,,,,,,,,,
10841,17348,100851,184990.0,18.0,3.0,F.C. Cartagena,54,294,LaLiga SmartBank,Antonio Jesús,Regal Angulo,Antoñito,Antonio Jesús Regal Angulo,,,,,,,,,,,,
10844,17351,100851,194365.0,17.0,28.0,F.C. Cartagena,54,294,LaLiga SmartBank,Shinji,Okazaki,,Shinji Okazaki,,,,,,,,,,,,
10847,17354,100851,202620.0,12.0,18.0,F.C. Cartagena,54,294,LaLiga SmartBank,Richard,Boateng,,Richard Boateng,,,,,,,,,,,,
10856,17363,100851,230794.0,21.0,29.0,F.C. Cartagena,54,294,LaLiga SmartBank,Ignacio,Gil,Nacho Gil,Ignacio Gil,,,,,,,,,,,,
10860,17367,100851,243556.0,2.0,4.0,F.C. Cartagena,54,294,LaLiga SmartBank,David,Andújar Jiménez,Andújar,David Andújar Jiménez,,,,,,,,,,,,
10861,17368,100851,250882.0,14.0,16.0,F.C. Cartagena,54,294,LaLiga SmartBank,Alberto,Cayarga Fernández,Berto Cayarga,Alberto Cayarga Fernández,,,,,,,,,,,,
10870,17377,100888,200228.0,5.0,28.0,CD Leganés,54,295,LaLiga SmartBank,Bruno,González Cabrera,Bruno,Bruno González Cabrera,,,,,,,,,,,,
10871,17378,100888,201893.0,14.0,11.0,CD Leganés,54,295,LaLiga SmartBank,José Luis,García del Pozo,Recio,José Luis García del Pozo,,,,,,,,,,,,
10879,17386,100888,223608.0,17.0,18.0,CD Leganés,54,295,LaLiga SmartBank,Javier,Eraso Goñi,Eraso,Javier Eraso Goñi,,,,,,,,,,,,
10893,17400,100888,251763.0,12.0,28.0,CD Leganés,54,295,LaLiga SmartBank,Lazar,Ranđelović,,Lazar Ranđelović,,,,,,,,,,,,
10894,17401,100888,254788.0,36.0,29.0,CD Leganés,54,295,LaLiga SmartBank,Marc,Echarri Marín,Marc Echarri,Marc Echarri Marín,,,,,,,,,,,,
10895,17402,100888,263301.0,30.0,28.0,CD Leganés,54,295,LaLiga SmartBank,Adrián,Victores García,Victores,Adrián Victores García,,,,,,,,,,,,
10897,17404,100888,269921.0,25.0,29.0,CD Leganés,54,295,LaLiga SmartBank,Caio,Lopes,Caio Lopes,Caio Lopes,,,,,,,,,,,,
10899,17406,101006,124344.0,38.0,5.0,Altay SK,68,406,Süper Lig,İbrahim,Öztürk,,İbrahim Öztürk,,,,,,,,,,,,
10900,17407,101006,180409.0,6.0,28.0,Altay SK,68,406,Süper Lig,Ceyhun,Gülselam,,Ceyhun Gülselam,,,,,,,,,,,,
10901,17408,101006,185260.0,63.0,28.0,Altay SK,68,406,Süper Lig,Deniz,Kadah,,Deniz Kadah,,,,,,,,,,,,
10902,17409,101006,194083.0,19.0,28.0,Altay SK,68,406,Süper Lig,Marco Filipe,Lopes Paixão,Marco Paixão,Marco Filipe Lopes Paixão,,,,,,,,,,,,
10903,17410,101006,203547.0,77.0,15.0,Altay SK,68,406,Süper Lig,Jasmin,Ščuk,,Jasmin Ščuk,,,,,,,,,,,,
10904,17411,101006,205225.0,30.0,6.0,Altay SK,68,406,Süper Lig,Murat,Akça,,Murat Akça,,,,,,,,,,,,
10905,17412,101006,205998.0,17.0,13.0,Altay SK,68,406,Süper Lig,André,Poko,,André Poko,,,,,,,,,,,,
10906,17413,101006,214718.0,12.0,27.0,Altay SK,68,406,Süper Lig,Martín,Rodríguez,,Martín Rodríguez,,,,,,,,,,,,
10907,17414,101006,221629.0,7.0,23.0,Altay SK,68,406,Süper Lig,Leandro,Kappel,,Leandro Kappel,,,,,,,,,,,,
10908,17415,101006,223018.0,14.0,28.0,Altay SK,68,406,Süper Lig,Tolga,Ünlü,,Tolga Ünlü,,,,,,,,,,,,
10909,17416,101006,223044.0,66.0,29.0,Altay SK,68,406,Süper Lig,Gençer,Cansev,,Gençer Cansev,,,,,,,,,,,,
10910,17417,101006,223769.0,88.0,29.0,Altay SK,68,406,Süper Lig,Özgür,Özkaya,,Özgür Özkaya,,,,,,,,,,,,
10911,17418,101006,225026.0,4.0,28.0,Altay SK,68,406,Süper Lig,Eric,Björkander,,Eric Björkander,,,,,,,,,,,,
10912,17419,101006,229052.0,99.0,28.0,Altay SK,68,406,Süper Lig,Ozan,,,,,,,,,,,,,,,
10913,17420,101006,229053.0,8.0,28.0,Altay SK,68,406,Süper Lig,Zeki,Yıldırım,,Zeki Yıldırım,,,,,,,,,,,,
10914,17421,101006,234079.0,29.0,4.0,Altay SK,68,406,Süper Lig,Khaly,Thiam,,Khaly Thiam,,,,,,,,,,,,
10916,17423,101006,236752.0,11.0,25.0,Altay SK,68,406,Süper Lig,Daouda Karamoko,Bamba,,Daouda Karamoko Bamba,,,,,,,,,,,,
10917,17424,101006,243821.0,89.0,28.0,Altay SK,68,406,Süper Lig,Erhan,Çelenk,,Erhan Çelenk,,,,,,,,,,,,
10918,17425,101006,244537.0,2.0,8.0,Altay SK,68,406,Süper Lig,Mohammad,,,,,,,,,,,,,,,
10919,17426,101006,245431.0,35.0,0.0,Altay SK,68,406,Süper Lig,Cihan,Topaloglu,,Cihan Topaloglu,,,,,,,,,,,,
10920,17427,101006,248852.0,15.0,29.0,Altay SK,68,406,Süper Lig,Ziya,Alkurt,,Ziya Alkurt,,,,,,,,,,,,
10921,17428,101006,261626.0,9.0,28.0,Altay SK,68,406,Süper Lig,,Rayan,,,,,,,,,,,,,,
10923,17430,101006,263872.0,13.0,28.0,Altay SK,68,406,Süper Lig,Eren,Karataş,,Eren Karataş,,,,,,,,,,,,
10924,17431,101006,263927.0,5.0,28.0,Altay SK,68,406,Süper Lig,Serge Arnaud,Aka,,Serge Arnaud Aka,,,,,,,,,,,,
10927,17434,101014,176635.0,12.0,29.0,Med. Başakşehir,68,407,Süper Lig,Mesut,Özil,,Mesut Özil,,,,,,,,,,,,
10937,17444,101014,197965.0,21.0,29.0,Med. Başakşehir,68,407,Süper Lig,Luis Miguel,Afonso Fernandes,Pizzi,Luis Miguel Afonso Fernandes,,,,,,,,,,,,
10943,17450,101014,221931.0,32.0,28.0,Med. Başakşehir,68,407,Süper Lig,Peter,Žulj,,Peter Žulj,,,,,,,,,,,,
10946,17453,101014,224734.0,99.0,28.0,Med. Başakşehir,68,407,Süper Lig,Atabey,Çiçek,,Atabey Çiçek,,,,,,,,,,,,
10948,17455,101014,229494.0,20.0,29.0,Med. Başakşehir,68,407,Süper Lig,Luís Miguel,Vieira da Silva,Miguel Vieira,Luís Miguel Vieira da Silva,,,,,,,,,,,,
10953,17460,101014,245610.0,13.0,29.0,Med. Başakşehir,68,407,Süper Lig,Ahmet Said,Kıvanç,,Ahmet Said Kıvanç,,,,,,,,,,,,
10956,17463,101014,257071.0,37.0,28.0,Med. Başakşehir,68,407,Süper Lig,Emre,Kaplan,,Emre Kaplan,,,,,,,,,,,,
10961,17468,101016,179527.0,7.0,25.0,Adana Demirspor,68,408,Süper Lig,Loïc,Rémy,,Loïc Rémy,,,,,,,,,,,,
10963,17470,101016,193746.0,20.0,28.0,Adana Demirspor,68,408,Süper Lig,Tarık,Çamdal,,Tarık Çamdal,,,,,,,,,,,,
10974,17481,101016,236252.0,39.0,28.0,Adana Demirspor,68,408,Süper Lig,Vedat,Karakuş,,Vedat Karakuş,,,,,,,,,,,,
10975,17482,101016,237210.0,8.0,28.0,Adana Demirspor,68,408,Süper Lig,Sinan,Kurt,,Sinan Kurt,,,,,,,,,,,,
10978,17485,101016,262629.0,15.0,28.0,Adana Demirspor,68,408,Süper Lig,Francis,Ezeh,,Francis Ezeh,,,,,,,,,,,,
10982,17489,101016,263621.0,16.0,29.0,Adana Demirspor,68,408,Süper Lig,İzzet,Çelik,,İzzet Çelik,,,,,,,,,,,,
10983,17490,101020,157960.0,8.0,29.0,Kayserispor,68,409,Süper Lig,Manuel H.,Tavares Fernandes,Manuel Fernandes,Manuel H. Tavares Fernandes,,,,,,,,,,,,
10986,17493,101020,178600.0,15.0,4.0,Kayserispor,68,409,Süper Lig,Uğur,Demirok,,Uğur Demirok,,,,,,,,,,,,
10992,17499,101020,205942.0,33.0,0.0,Kayserispor,68,409,Süper Lig,Silviu,Lung,,Silviu Lung,,,,,,,,,,,,
10993,17500,101020,214949.0,99.0,29.0,Kayserispor,68,409,Süper Lig,Harrison,Manzala,,Harrison Manzala,,,,,,,,,,,,
11005,17512,101020,241793.0,6.0,29.0,Kayserispor,68,409,Süper Lig,Ali,Karimi,,Ali Karimi,,,,,,,,,,,,
11007,17514,101020,244703.0,24.0,9.0,Kayserispor,68,409,Süper Lig,İbrahim,Akdağ,,İbrahim Akdağ,,,,,,,,,,,,
11008,17515,101020,248814.0,77.0,28.0,Kayserispor,68,409,Süper Lig,Nurettin,Korkmaz,,Nurettin Korkmaz,,,,,,,,,,,,
11011,17518,101020,258798.0,96.0,28.0,Kayserispor,68,409,Süper Lig,Daniel,Avramovski,,Daniel Avramovski,,,,,,,,,,,,
11013,17520,101026,186954.0,22.0,28.0,Göztepe,68,410,Süper Lig,Brown,Ideye,,Brown Ideye,,,,,,,,,,,,
11014,17521,101026,199526.0,16.0,0.0,Göztepe,68,410,Süper Lig,Balázs,Megyeri,,Balázs Megyeri,,,,,,,,,,,,
11015,17522,101026,200065.0,33.0,6.0,Göztepe,68,410,Süper Lig,Atınç,Nukan,,Atınç Nukan,,,,,,,,,,,,
11017,17524,101026,204352.0,15.0,4.0,Göztepe,68,410,Süper Lig,Dino,Arslanagic,,Dino Arslanagic,,,,,,,,,,,,
11018,17525,101026,212107.0,18.0,25.0,Göztepe,68,410,Süper Lig,Adis,Jahović,,Adis Jahović,,,,,,,,,,,,
11019,17526,101026,217082.0,6.0,28.0,Göztepe,68,410,Süper Lig,,Ángel,,,,,,,,,,,,,,
11020,17527,101026,223128.0,80.0,28.0,Göztepe,68,410,Süper Lig,Beykan,Şimşek,,Beykan Şimşek,,,,,,,,,,,,
11021,17528,101026,226928.0,41.0,7.0,Göztepe,68,410,Süper Lig,Berkan,Emir,,Berkan Emir,,,,,,,,,,,,
11022,17529,101026,234376.0,11.0,28.0,Göztepe,68,410,Süper Lig,Lourency,N. Rodrigues,Lourency,Lourency N. Rodrigues,,,,,,,,,,,,
11027,17534,101026,242412.0,3.0,28.0,Göztepe,68,410,Süper Lig,Marko,Mihojević,,Marko Mihojević,,,,,,,,,,,,
11028,17535,101026,244943.0,24.0,28.0,Göztepe,68,410,Süper Lig,Eren,Bilen,,Eren Bilen,,,,,,,,,,,,
11030,17537,101026,252917.0,30.0,28.0,Göztepe,68,410,Süper Lig,Yalçın,Kayan,,Yalçın Kayan,,,,,,,,,,,,
11031,17538,101026,252918.0,17.0,28.0,Göztepe,68,410,Süper Lig,Ege,Özkayımoğlu,,Ege Özkayımoğlu,,,,,,,,,,,,
11032,17539,101026,255109.0,43.0,18.0,Göztepe,68,410,Süper Lig,David,Tijanić,,David Tijanić,,,,,,,,,,,,
11033,17540,101026,258655.0,68.0,28.0,Göztepe,68,410,Süper Lig,Dženan,Bureković,,Dženan Bureković,,,,,,,,,,,,
11034,17541,101026,258725.0,23.0,28.0,Göztepe,68,410,Süper Lig,Atakan,Çankaya,,Atakan Çankaya,,,,,,,,,,,,
11037,17544,101026,260409.0,13.0,28.0,Göztepe,68,410,Süper Lig,Arda,Özçimen,,Arda Özçimen,,,,,,,,,,,,
11038,17545,101026,260888.0,28.0,29.0,Göztepe,68,410,Süper Lig,Metin,Yıldırım,,Metin Yıldırım,,,,,,,,,,,,
11040,17547,101028,182632.0,7.0,15.0,Hatayspor,68,411,Süper Lig,Rúben Tiago,Rodrigues Ribeiro,Rúben Ribeiro,Rúben Tiago Rodrigues Ribeiro,,,,,,,,,,,,
11043,17550,101028,199952.0,13.0,28.0,Hatayspor,68,411,Süper Lig,Emre,Çolak,,Emre Çolak,,,,,,,,,,,,
11045,17552,101028,203512.0,61.0,28.0,Hatayspor,68,411,Süper Lig,Bülent,Cevahir,,Bülent Cevahir,,,,,,,,,,,,
11050,17557,101028,223573.0,1.0,0.0,Hatayspor,68,411,Süper Lig,Munir,Mohand Mohamedi,Munir,Munir Mohand Mohamedi,,,,,,,,,,,,
11052,17559,101028,225798.0,2.0,28.0,Hatayspor,68,411,Süper Lig,Burak Can,Çamoğlu,,Burak Can Çamoğlu,,,,,,,,,,,,
11060,17567,101028,257804.0,22.0,4.0,Hatayspor,68,411,Süper Lig,Fatih,Kuruçuk,,Fatih Kuruçuk,,,,,,,,,,,,
11064,17571,101033,178143.0,34.0,28.0,Konyaspor,68,412,Süper Lig,Eray,Birniçan,,Eray Birniçan,,,,,,,,,,,,
11066,17573,101033,188058.0,11.0,28.0,Konyaspor,68,412,Süper Lig,Artem,Kravets,,Artem Kravets,,,,,,,,,,,,
11072,17579,101033,210521.0,17.0,25.0,Konyaspor,68,412,Süper Lig,Sokol,Çikalleshi,,Sokol Çikalleshi,,,,,,,,,,,,
11073,17580,101033,223041.0,54.0,28.0,Konyaspor,68,412,Süper Lig,Erten,Ersu,,Erten Ersu,,,,,,,,,,,,
11076,17583,101033,231095.0,89.0,3.0,Konyaspor,68,412,Süper Lig,Nejc,Skubic,,Nejc Skubic,,,,,,,,,,,,
11079,17586,101033,252368.0,5.0,6.0,Konyaspor,68,412,Süper Lig,Marin,Aničić,,Marin Aničić,,,,,,,,,,,,
11083,17590,101033,260865.0,8.0,28.0,Konyaspor,68,412,Süper Lig,Amar,Rahmanović,,Amar Rahmanović,,,,,,,,,,,,
11085,17592,101037,143699.0,77.0,4.0,Çaykur Rizespor,68,413,Süper Lig,Gökhan,Gönül,,Gökhan Gönül,,,,,,,,,,,,
11086,17593,101037,181236.0,10.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Fernando H.,Boldrin,Fernando Boldrin,Fernando H. Boldrin,,,,,,,,,,,,
11087,17594,101037,189157.0,53.0,16.0,Çaykur Rizespor,68,413,Süper Lig,Yannick,,,,,,,,,,,,,,,
11088,17595,101037,192237.0,6.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Yasin,Pehlivan,,Yasin Pehlivan,,,,,,,,,,,,
11089,17596,101037,194079.0,4.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Alper,Potuk,,Alper Potuk,,,,,,,,,,,,
11091,17598,101037,205983.0,8.0,11.0,Çaykur Rizespor,68,413,Süper Lig,Damjan,Đoković,,Damjan Đoković,,,,,,,,,,,,
11096,17603,101037,223016.0,5.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Selim,Ay,,Selim Ay,,,,,,,,,,,,
11097,17604,101037,224864.0,11.0,29.0,Çaykur Rizespor,68,413,Süper Lig,Ronaldo Cesar,Mendes de Medeiros,Ronaldo Mendes,Ronaldo Cesar Mendes de Medeiros,,,,,,,,,,,,
11098,17605,101037,227579.0,19.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Deniz,Hümmet,,Deniz Hümmet,,,,,,,,,,,,
11099,17606,101037,229092.0,50.0,3.0,Çaykur Rizespor,68,413,Süper Lig,Aminu,Umar,,Aminu Umar,,,,,,,,,,,,
11101,17608,101037,230157.0,52.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Erik,Sabo,,Erik Sabo,,,,,,,,,,,,
11103,17610,101037,252797.0,17.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Mahsun,Çapkan,,Mahsun Çapkan,,,,,,,,,,,,
11104,17611,101037,252799.0,1.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Tarık,Çetin,,Tarık Çetin,,,,,,,,,,,,
11105,17612,101037,254297.0,30.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Zafer,Görgen,,Zafer Görgen,,,,,,,,,,,,
11106,17613,101037,254658.0,99.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Eren,Karadağ,,Eren Karadağ,,,,,,,,,,,,
11107,17614,101037,256033.0,22.0,28.0,Çaykur Rizespor,68,413,Süper Lig,Emirhan,Topçu,,Emirhan Topçu,,,,,,,,,,,,
11108,17615,101037,257298.0,35.0,29.0,Çaykur Rizespor,68,413,Süper Lig,Alberk,Koç,,Alberk Koç,,,,,,,,,,,,
11115,17622,101041,199772.0,10.0,28.0,Sivasspor,68,414,Süper Lig,Sefa,Yılmaz,,Sefa Yılmaz,,,,,,,,,,,,
11117,17624,101041,205083.0,76.0,15.0,Sivasspor,68,414,Süper Lig,Fayçal,Fajr,,Fayçal Fajr,,,,,,,,,,,,
11119,17626,101041,209746.0,21.0,28.0,Sivasspor,68,414,Süper Lig,Koray,Altınay,,Koray Altınay,,,,,,,,,,,,
11134,17641,101047,4830.0,39.0,29.0,Dynamo Kyiv,76,438,Resto do Mundo,João Paulo,de Souza Mares,Bitello,João Paulo de Souza Mares,,,,,,,,,,,,
11147,17654,101047,244381.0,13.0,29.0,Dynamo Kyiv,76,438,Resto do Mundo,Artem,Shabanov,,Artem Shabanov,,,,,,,,,,,,
11150,17657,101047,244426.0,17.0,28.0,Dynamo Kyiv,76,438,Resto do Mundo,Bogdan,Lednev,,Bogdan Lednev,,,,,,,,,,,,
11153,17660,101047,246929.0,11.0,16.0,Dynamo Kyiv,76,438,Resto do Mundo,Gerson,Rodrigues Gouveia,Gerson Rodrigues,Gerson Rodrigues Gouveia,,,,,,,,,,,,
11161,17668,101059,51096.0,48.0,28.0,FC Shakhtar,76,439,Resto do Mundo,Pedro Henrique,Azevedo Pereira,Pedrinho,Pedro Henrique Azevedo Pereira,,,,,,,,,,,,
11185,17692,101059,4444.0,21.0,29.0,FC Shakhtar,76,439,Resto do Mundo,Eguinaldo,Sousa Lemos,Eguinaldo,Eguinaldo Sousa Lemos,,,,,,,,,,,,
11201,17708,101083,246843.0,12.0,28.0,Estudiantes,353,735,LPF,Emiliano,González,,Emiliano González,,,,,,,,,,,,
11206,17713,101083,256912.0,4.0,29.0,Estudiantes,353,735,LPF,Mauricio,Guzmán,,Mauricio Guzmán,,,,,,,,,,,,
11208,17715,101083,259810.0,22.0,29.0,Estudiantes,353,735,LPF,Esteban,Obregón,,Esteban Obregón,,,,,,,,,,,,
11210,17717,101083,263500.0,23.0,29.0,Estudiantes,353,735,LPF,Franco Agustín,Romero,,Franco Agustín Romero,,,,,,,,,,,,
11217,17724,101084,4743.0,35.0,29.0,Gimnasia,353,736,LPF,Alexandre,Zurawski,Alemão,Alexandre Zurawski,,,,,,,,,,,,
11218,17725,101084,153066.0,25.0,28.0,Gimnasia,353,736,LPF,Lucas,Licht,,Lucas Licht,,,,,,,,,,,,
11219,17726,101084,186745.0,11.0,12.0,Gimnasia,353,736,LPF,Matías,Pérez García,,Matías Pérez García,,,,,,,,,,,,
11228,17735,101084,230871.0,30.0,25.0,Gimnasia,353,736,LPF,Rodrigo,Holgado,,Rodrigo Holgado,,,,,,,,,,,,
11260,17767,101085,241026.0,28.0,27.0,Racing Club,353,737,LPF,Tomás,Chancalay,,Tomás Chancalay,,,,,,,,,,,,
11262,17769,101085,245061.0,24.0,29.0,Racing Club,353,737,LPF,Julián,López,,Julián López,,,,,,,,,,,,
11268,17775,101085,261436.0,44.0,28.0,Racing Club,353,737,LPF,Iván,Maggi,,Iván Maggi,,,,,,,,,,,,
11273,17780,101088,182493.0,14.0,6.0,Vélez Sarsfield,353,738,LPF,Diego,Godín,,Diego Godín,,,,,,,,,,,,
11275,17782,101088,204555.0,8.0,18.0,Vélez Sarsfield,353,738,LPF,Ricardo,Álvarez,,Ricardo Álvarez,,,,,,,,,,,,
11297,17804,101099,258736.0,21.0,28.0,América de Cali,1014,779,Sul-Americana,Vani,Da Silva,,Vani Da Silva,,,,,,,,,,,,
11299,17806,101099,211499.0,5.0,7.0,América de Cali,1014,779,Sul-Americana,Héctor,Quiñones,,Héctor Quiñones,,,,,,,,,,,,
11302,17809,101099,220605.0,9.0,16.0,América de Cali,1014,779,Sul-Americana,Joao,Rodríguez,,Joao Rodríguez,,,,,,,,,,,,
11311,17818,101099,258982.0,30.0,24.0,América de Cali,1014,779,Sul-Americana,Carlos,Cortés,,Carlos Cortés,,,,,,,,,,,,
11314,17821,101099,263720.0,25.0,28.0,América de Cali,1014,779,Sul-Americana,Jhon,Ortiz,,Jhon Ortiz,,,,,,,,,,,,
11315,17822,101099,221980.0,14.0,28.0,América de Cali,1014,779,Sul-Americana,Changcheng,Cheng,Cheng Changcheng,Changcheng Cheng,,,,,,,,,,,,
11327,17834,101100,245045.0,24.0,29.0,Atl. Nacional,1014,780,Sul-Americana,Brayan,Córdoba,,Brayan Córdoba,,,,,,,,,,,,
11332,17839,101100,264534.0,34.0,29.0,Atl. Nacional,1014,780,Sul-Americana,Johan,,,,,,,,,,,,,,,
11333,17840,101100,264535.0,46.0,29.0,Atl. Nacional,1014,780,Sul-Americana,David,Agudelo,,David Agudelo,,,,,,,,,,,,
